Material,Quantity per assembly,Daily demand,Replanishment Days,Cycle inventory (theorical),Safety Stock,Safety Stock (Theorical),Safety Stock in Days,Lot Size Calculado,Kanban Calculado,Business Unit,Supply Area (ZC_MKAL),Área da Fábrica,Package Type,Container Quantity,Package coverage in days,Packages used in a day,Part number Weight (kg),Total weight (parts + package),Nº of Operations,Data
CXT30749,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA070PA,Montagem CANA,KLT Média,35,"1,9444444444444444","0,5142857142857142","0,331","33,045",5,2022-05-05
CXT30839,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA110PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","1,767","28,272",5,2022-05-04
CXT30839,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA110PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","1,767","28,272",5,2022-05-05
CXT30839,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA110PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","1,767","28,272",5,2022-05-03
CXT30912,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1000PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","13,98","139,8",2,2022-02-21
CXT30929,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S02B0PA,Solda CANA,Bandejão,16,"5,333333333333333","0,1875","2,36","23,599999999999998",2,2022-03-10
CXT31019,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1600PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","11,756","117,56",2,2022-03-07
CXT31025,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","4,265","68,24",6,2022-03-07
CXT31026,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1600PA,Solda CANA,Bandejão,15,"5,0","0,2","2,294","22,94",2,2022-05-06
CXT31120,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1800PA,Solda CANA,,15,"5,0","0,2","7,848","128,48000000000002",2,2022-02-21
CXT31125,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,50,"16,666666666666668","0,06","0,439","7,024",6,2022-02-17
CXT31126,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL210PA,Montagem CANA,KLT Pequena,325,"54,166666666666664","0,018461538461538463","0,036","1,8519999999999999",5,2022-02-22
CXT31184,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1800PA,Solda CANA,Embalagem Especial,12,"4,0","0,25","8,332","83,32000000000001",2,2022-01-27
CXT31184,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1800PA,Solda CANA,Embalagem Especial,12,"4,0","0,25","8,332","83,32000000000001",2,2022-05-02
CXT31184,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S1800PA,Solda CANA,Embalagem Especial,12,"4,0","0,25","8,332","83,32000000000001",2,2022-02-12
CXT31815,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,15,"5,0","0,2","4,376","70,016",6,2022-05-02
CXT31816,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","3,88","62,08",6,2022-05-04
CXT31837,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA110PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","2,592","41,472",5,2022-03-04
CXT31854,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA020PA,Montagem CANA,Container Médio,40,"2,2222222222222223","0,45","2,556","272,82",5,2022-02-11
CXT31854,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA020PA,Montagem CANA,Container Médio,40,"2,2222222222222223","0,45","2,556","272,82",5,2022-02-16
CXT31854,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA020PA,Montagem CANA,Container Médio,40,"2,2222222222222223","0,45","2,556","272,82",5,2022-03-17
CXT31854,6,18,5,90,"0,05",5,"1,6666666666666667",95,2,LIBRA,C81PA020PA,Montagem CANA,Container Médio,40,"2,2222222222222223","0,45","2,556","272,82",5,2022-03-03
CXT31924,0,0,5,0,"0,05",0,"0,0",0,0,LIBRA,C81MS010PA,Montagem CANA,Bandejão,30,"0,0","0,0","1,458","0,0",6,2022-02-18
CXT31973,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL110PA,Montagem CANA,KLT Média,15,"2,5","0,4","0,281","10,592",6,2022-02-19
CXT31999,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81FL310PA,Montagem CANA,KLT Pequena,103,"17,166666666666668","0,05825242718446602","0,115","4,38",5,2022-02-21
CXT32025,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","0,897","14,352",6,2022-02-21
CXT32025,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","0,897","14,352",6,2022-03-11
CXT32025,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS060PA,Montagem CANA,Bandejão,16,"5,333333333333333","0,1875","0,897","14,352",6,2022-03-04
CXT32057,0,0,5,0,"0,05",0,"0,0",0,0,LIBRA,C81MS050PA,Montagem CANA,Bandejão,16,"0,0","0,0","1,885","0,0",6,2022-02-10
CXT32057,0,0,5,0,"0,05",0,"0,0",0,0,LIBRA,C81MS050PA,Montagem CANA,Bandejão,16,"0,0","0,0","1,885","0,0",6,2022-03-08
CXT32166,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA020PA,Montagem CANA,KLT Média,16,"5,333333333333333","0,1875","0,808","14,528",6,2022-03-09
CXT32224,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS050PA,Montagem CANA,Bandejão,12,"4,0","0,25","1,405","22,48",6,2022-05-02
CXT33017,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS040PA,Montagem CANA,Bandejão,15,"5,0","0,2","1,526","24,416",6,2022-01-19
CXT33123,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL210PA,Montagem CANA,KLT Pequena,40,"13,333333333333334","0,075","0,112","2,492",6,2022-03-04
CXT33264,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81FL210PA,Montagem CANA,KLT Pequena,100,"33,333333333333336","0,03","0,014","0,9239999999999999",5,2022-02-22
CXT33380,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS040PA,Montagem CANA,Bandejão,15,"5,0","0,2","0,694","11,104",6,2022-01-14
CXT33380,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS040PA,Montagem CANA,Bandejão,15,"5,0","0,2","0,694","11,104",6,2022-03-14
CXT33380,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS040PA,Montagem CANA,Bandejão,15,"5,0","0,2","0,694","11,104",6,2022-03-15
CXT33599,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Bandejão,15,"2,5","0,4","5,161","165,152",6,2022-03-18
CXT33599,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Bandejão,15,"2,5","0,4","5,161","165,152",6,2022-02-07
CXT33599,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Bandejão,15,"2,5","0,4","5,161","165,152",6,2022-02-17
CXT33599,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS090PA,Montagem CANA,Bandejão,15,"2,5","0,4","5,161","165,152",6,2022-05-04
CXT33648,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,Bandejão,30,"5,0","0,2","0,682","21,824",6,2022-02-22
CXT33892,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA080PA,Montagem CANA,Bandejão,18,"6,0","0,16666666666666666","0,337","5,392",6,2022-03-14
CXT34017,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","1,574","25,184",6,2022-02-17
CXT34018,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","1,579","25,264",6,2022-02-21
CXT34018,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","1,579","25,264",6,2022-02-28
CXT34018,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81MS030PA,Montagem CANA,Bandejão,20,"6,666666666666667","0,15","1,579","25,264",6,2022-03-01
CXT34027,1,3,4,12,"0,05",1,"0,3333333333333333",13,2,LIBRA,C51S0600PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","30,345","394,485",3,2022-03-08
CXT34028,2,6,2,12,"0,05",1,"0,3333333333333333",13,2,LIBRA,C51S0600PA,Solda CANA,Embalagem Especial,12,"2,0","0,5","42,126","547,6379999999999",1,2022-03-17
CXT34226,4,12,5,60,"0,05",3,"1,0",63,2,LIBRA,C81MS070PA,Montagem CANA,KLT Pequena,40,"3,3333333333333335","0,3","0,05","3,8500000000000005",5,2022-03-15
CXT34226,4,12,5,60,"0,05",3,"1,0",63,2,LIBRA,C81MS070PA,Montagem CANA,KLT Pequena,40,"3,3333333333333335","0,3","0,05","3,8500000000000005",5,2022-03-17
CXT34262,1,3,3,9,"0,05",1,"0,3333333333333333",10,2,LIBRA,C51S0600PA,Solda CANA,Embalagem Especial,6,"2,0","0,5","47,826","478,26",2,2022-05-02
CXT34375,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA010PA,Montagem CANA,Bandejão,12,"2,0","0,5","1,044","33,408",5,2022-02-17
CXT34383,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,Bandejão,136,"22,666666666666668","0,04411764705882353","0,596","19,072",5,2022-02-14
CXT35147,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81PA020PA,Montagem CANA,KLT Pequena,30,"5,0","0,2","0,137","5,0840000000000005",6,2022-02-22
CXT36209,8,24,5,120,"0,05",6,"2,0",126,2,LIBRA,C81MS010PA,Montagem CANA,Bandejão,50,"2,0833333333333335","0,48","0,158","19,908",5,2022-02-22
CXT36209,8,24,5,120,"0,05",6,"2,0",126,2,LIBRA,C81MS010PA,Montagem CANA,Bandejão,50,"2,0833333333333335","0,48","0,158","19,908",5,2022-02-24
CXT36210,2,6,5,30,"0,05",2,"0,6666666666666666",32,2,LIBRA,C81MS010PA,Montagem CANA,Bandejão,50,"8,333333333333334","0,12","0,27","8,64",5,2022-02-15
CXT36497,1,3,5,15,"0,05",1,"0,3333333333333333",16,2,LIBRA,C81PA090PA,Montagem CANA,Bandejão,50,"16,666666666666668","0,06","0,295","4,72",6,2022-02-28
CXT32168,24,24,5,120,"0,05",6,"2,0",126,2,LIBRA,C81PA080PA,Montagem CANA,Bandejão,20,"0,2777777777777778","1,2","0,617","77,742",6,2022-03-09
KK13278,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA040PA,Montagem PV,KLT Grande,4,"0,2857142857142857","3,5","0,0","3,7",7,2022-01-06
KK27495,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Bandejão,36,"1,2857142857142858","0,7777777777777778","0,0","0,0",2,2022-02-08
KK32135,4,56,2,112,"0,05",6,"0,42857142857142855",118,2,PV,RIP_PRI_01,Solda PV,KLT Pequena,56,"1,0","1,0","0,156","19,108",1,2022-03-01
KK32894,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA080PA,Montagem PV,Container Grande,60,"4,285714285714286","0,23333333333333334","6,817","574,4580000000001",6,2022-02-25
KK32894,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA080PA,Montagem PV,Container Grande,60,"4,285714285714286","0,23333333333333334","6,817","574,4580000000001",6,2022-04-12
KK32894,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA080PA,Montagem PV,Container Grande,60,"4,285714285714286","0,23333333333333334","6,817","574,4580000000001",6,2022-01-20
KK33329,2,28,2,56,"0,05",3,"0,21428571428571427",59,2,PV,RIP_PRI_01,Solda PV,KLT Média,30,"1,0714285714285714","0,9333333333333333","1,092","66,028",1,2022-01-25
KK33388,4,56,5,280,"0,05",14,"1,0",294,2,PV,C82FL120PA,Montagem PV,KLT Pequena,260,"4,642857142857143","0,2153846153846154","0,049","15,106",5,2022-01-19
KK33388,4,56,5,280,"0,05",14,"1,0",294,2,PV,C82FL120PA,Montagem PV,KLT Pequena,260,"4,642857142857143","0,2153846153846154","0,049","15,106",5,2022-01-26
KK34077,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","4,633","412,337",2,2022-02-18
KK34077,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","4,633","412,337",2,2022-05-05
KK34077,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","4,633","412,337",2,2022-02-09
KK35862,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA020PA,Montagem PV,KLT Grande,7,"0,5","2,0","1,57","119,88000000000001",6,2022-02-07
KK36748,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82FL230PA,Montagem PV,KLT Grande,30,"1,0714285714285714","0,9333333333333333","0,194","32,218",6,2022-02-14
KK37252,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82FL130PA,Montagem PV,KLT Média,75,"2,6785714285714284","0,37333333333333335","0,195","30,265000000000004",7,2022-01-17
KK37630,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Embalagem Especial,20,"0,7142857142857143","1,4","1,923","171,147",2,2022-05-03
KK37633,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7200PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","1,306","116,23400000000001",2,2022-05-02
KK39249,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,RIP_PIN_01,Montagem PV,KLT Pequena,15,"1,0714285714285714","0,9333333333333333","0,342","26,008000000000003",6,2022-01-03
KK39349,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82PA030PA,Montagem PV,KLT Média,11,"0,7857142857142857","1,2727272727272727","0,0","1,6",6,2022-01-21
KK40751,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS030PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,3888888888888889","0,0","0,0",6,2022-02-23
KK41824,10,140,5,700,"0,05",35,"2,5",735,2,PV,C82FL230PA,Montagem PV,KLT Pequena,146,"1,042857142857143","0,958904109589041","0,0","0,7",5,2022-01-21
KK41824,10,140,5,700,"0,05",35,"2,5",735,2,PV,C82FL230PA,Montagem PV,KLT Pequena,146,"1,042857142857143","0,958904109589041","0,0","0,7",5,2022-03-29
KK41857,4,56,5,280,"0,05",14,"1,0",294,2,PV,C82MS080PA,Montagem PV,KLT Média,102,"1,8214285714285714","0,5490196078431373","0,0","1,6",5,2022-01-05
KK42592,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL120PA,Montagem PV,KLT Pequena,15,"0,5357142857142857","1,8666666666666667","0,0","0,7",6,2022-02-25
KK42592,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL120PA,Montagem PV,KLT Pequena,15,"0,5357142857142857","1,8666666666666667","0,0","0,7",6,2022-02-25
KK47063,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS020PA,Montagem PV,KLT Grande,8,"0,5714285714285714","1,75","0,0","3,7",6,2022-01-31
KK47499,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5500PA,Solda PV,Bandejão,20,"1,4285714285714286","0,7","0,0","0,0",2,2022-04-02
KK47879,8,112,5,560,"0,08",45,"3,2142857142857144",605,2,PV,C82FL130PA,Montagem PV,KLT Média,85,"0,7589285714285714","1,3176470588235294","0,15","92,35",6,2022-01-20
KK48375,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS050PA,Montagem PV,Bandejão,60,"4,285714285714286","0,23333333333333334","0,0","0,0",6,2022-04-29
KK50518,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS020PA,Montagem PV,KLT Pequena,30,"2,142857142857143","0,4666666666666667","0,0","0,7",6,2022-02-21
KK52378,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA030PA,Montagem PV,KLT Média,12,"0,8571428571428571","1,1666666666666667","0,97","75,32",6,2022-02-14
KK52487,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS080PA,Montagem PV,Container Grande,20,"1,4285714285714286","0,7","5,37","478,12",6,2022-02-22
KK52903,8,112,5,560,"0,08",45,"3,2142857142857144",605,2,PV,C82FL120PA,Montagem PV,KLT Pequena,50,"0,44642857142857145","2,24","0,103","63,015",6,2022-02-24
KK54769,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,KLT Média,20,"1,4285714285714286","0,7","0,11","9,959999999999999",6,2022-05-03
KK54769,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,KLT Média,20,"1,4285714285714286","0,7","0,11","9,959999999999999",6,2022-05-04
KK55923,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,KLT Grande,20,"1,4285714285714286","0,7","0,546","45,196000000000005",6,2022-02-16
KK55923,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,KLT Grande,20,"1,4285714285714286","0,7","0,546","45,196000000000005",6,2022-02-24
KK55923,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,KLT Grande,20,"1,4285714285714286","0,7","0,546","45,196000000000005",6,2022-01-13
KK58290,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5300PA,Solda PV,Container Grande,200,"7,142857142857143","0,14","4,281","331,14099999999996",1,2022-01-04
KK61896,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA120PA,Montagem PV,KLT Média,40,"2,857142857142857","0,35","0,476","37,776",5,2022-01-10
KK61896,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA120PA,Montagem PV,KLT Média,40,"2,857142857142857","0,35","0,476","37,776",5,2022-01-08
KK61896,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA120PA,Montagem PV,KLT Média,40,"2,857142857142857","0,35","0,476","37,776",5,2022-02-04
KK61933,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS080PA,Montagem PV,Bandejão,40,"2,857142857142857","0,35","1,91","145,16",6,2022-05-03
KK61933,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS080PA,Montagem PV,Bandejão,40,"2,857142857142857","0,35","1,91","145,16",6,2022-03-21
KK63779,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL230PA,Montagem PV,KLT Média,39,"1,3928571428571428","0,717948717948718","0,339","53,12800000000001",6,2022-04-07
KK63781,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL230PA,Montagem PV,KLT Média,39,"1,3928571428571428","0,717948717948718","0,339","53,12800000000001",6,2022-05-02
KK67410,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PRIMAR,RIP,Embalagem Especial,25,"1,7857142857142858","0,56","10,937","831,212",6,2022-01-12
KK67411,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PRIMAR,RIP,Embalagem Especial,25,"1,7857142857142858","0,56","12,189","926,364",7,2022-05-02
KK71536,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82PA100PA,Montagem PV,Container Médio,100,"3,5714285714285716","0,28","0,286","73,472",6,2022-05-02
KK83743,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA110PA,Montagem PV,Container Médio,90,"6,428571428571429","0,15555555555555556","3,551","299,87600000000003",6,2022-02-17
KK85423,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,76,"5,428571428571429","0,18421052631578946","0,407","120,932",5,2022-01-18
KK85423,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,76,"5,428571428571429","0,18421052631578946","0,407","120,932",5,2022-02-02
KK85423,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,76,"5,428571428571429","0,18421052631578946","0,407","120,932",5,2022-02-03
KK85423,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,76,"5,428571428571429","0,18421052631578946","0,407","120,932",5,2022-04-29
N304259,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,100,"1,7857142857142858","0,56","0,132","39,996",6,2022-01-20
N304259,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,100,"1,7857142857142858","0,56","0,132","39,996",6,2022-01-21
N304259,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,100,"1,7857142857142858","0,56","0,132","39,996",6,2022-03-04
N304259,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,100,"1,7857142857142858","0,56","0,132","39,996",6,2022-02-10
N316303,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82PA040PA,Montagem PV,KLT Pequena,25,"1,7857142857142858","0,56","0,322","25,494",7,2022-01-06
N316734,4,56,2,112,"0,1",12,"0,8571428571428571",124,2,PV,RIP_PRI_01,Solda PV,KLT Média,84,"1,5","0,6666666666666666","0,511","64,964",1,2022-03-22
N316781,1,14,5,70,"0,1",7,"0,5",77,2,PV,RIP_PRIMAR,RIP,Bandejão,50,"3,5714285714285716","0,28","1,058","81,46600000000001",7,2022-01-14
N316997,1,14,5,70,"0,1",7,"0,5",77,2,PV,RIP_PRIMAR,RIP,Bandejão,50,"3,5714285714285716","0,28","2,514","193,57799999999997",7,2022-01-14
N317229,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82MS020PA,Montagem PV,KLT Grande,10,"0,7142857142857143","1,4","1,114","89,47800000000001",6,2022-01-20
N317229,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82MS020PA,Montagem PV,KLT Grande,10,"0,7142857142857143","1,4","1,114","89,47800000000001",6,2022-01-20
N317494,4,56,5,280,"0,1",28,"2,0",308,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,150,"2,6785714285714284","0,37333333333333335","0,417","128,436",7,2022-02-07
N317494,4,56,5,280,"0,1",28,"2,0",308,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,150,"2,6785714285714284","0,37333333333333335","0,417","128,436",7,2022-01-21
N318558,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7100PA,Solda PV,Embalagem Especial,30,"1,0714285714285714","0,9333333333333333","10,42","646,04",1,2022-01-10
N318813,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82PA070PA,Montagem PV,KLT Pequena,20,"1,4285714285714286","0,7","0,178","14,405999999999999",7,2022-02-12
N320575,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7200PA,Solda PV,KLT Pequena,36,"1,2857142857142858","0,7777777777777778","0,085","5,970000000000001",1,2022-05-02
N320575,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7200PA,Solda PV,KLT Pequena,36,"1,2857142857142858","0,7777777777777778","0,085","5,970000000000001",1,2022-05-04
N320575,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7200PA,Solda PV,KLT Pequena,36,"1,2857142857142858","0,7777777777777778","0,085","5,970000000000001",1,2022-05-02
N400303,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82PA100PA,Montagem PV,KLT Média,25,"1,7857142857142858","0,56","0,482","38,714",7,2022-02-11
N401618,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82PA040PA,Montagem PV,Bandejão,15,"1,0714285714285714","0,9333333333333333","1,018","78,386",7,2022-02-23
N401618,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82PA040PA,Montagem PV,Bandejão,15,"1,0714285714285714","0,9333333333333333","1,018","78,386",7,2022-01-04
N403833,2,28,5,140,"0,1",14,"1,0",154,2,PV,C82FL240PA,Montagem PV,KLT Grande,76,"2,7142857142857144","0,3684210526315789","0,163","28,802",5,2022-01-08
N403833,2,28,5,140,"0,1",14,"1,0",154,2,PV,C82FL240PA,Montagem PV,KLT Grande,76,"2,7142857142857144","0,3684210526315789","0,163","28,802",5,2022-02-02
KK49492,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL110PA,Montagem PV,KLT Pequena,30,"1,0714285714285714","0,9333333333333333","0,032","5,564",6,2022-01-12
KK60345,8,112,5,560,"0,08",45,"3,2142857142857144",605,2,PV,C82FL110PA,Montagem PV,KLT Pequena,220,"1,9642857142857142","0,509090909090909","0,055","33,975",5,2022-01-27
KK13629,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,15,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2022-03-30
KK13629,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,15,"1,0714285714285714","0,9333333333333333","0,0","0,0",6,2021-08-05
KK14129,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82PA100PA,Montagem PV,Container Médio,200,"7,142857142857143","0,14","0,0","30,0",6,2022-03-30
KK16545,4,56,2,112,"0,05",6,"0,42857142857142855",118,2,PV,C52S5400PA,Solda PV,Bandejão,180,"3,2142857142857144","0,3111111111111111","0,0","0,0",1,2022-01-25
KK16809,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82PA120PA,Montagem PV,KLT Grande,22,"0,7857142857142857","1,2727272727272727","0,0","3,7",5,2022-02-18
KK16894,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-21
KK16894,1,14,5,70,"0,05",4,"0,2857142857142857",74,2,PV,C82MS005PA,Montagem PV,Bandejão,30,"2,142857142857143","0,4666666666666667","0,0","0,0",6,2022-02-24
