Material,Quantity per assembly,Daily demand,Replanishment Days,Cycle inventory (theorical),Safety Stock,Safety Stock (Theorical),Safety Stock in Days,Lot Size Calculado,Kanban Calculado,Business Unit,Supply Area (ZC_MKAL),Área da Fábrica,Package Type,Container Quantity,Package coverage in days,Packages used in a day,Part number Weight (kg),Total weight (parts + package),Nº of Operations,Data
N305375,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,85","26,349999999999998",1,2022-04-28
N305376,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,26,"1,8571428571428572","0,5384615384615384","0,58","19,580000000000002",1,2022-05-02
N305377,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,26,"1,8571428571428572","0,5384615384615384","0,57","19,27",1,2022-05-02
N305378,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,28,"2,0","0,5","0,55","18,650000000000002",1,2022-05-04
N305379,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,28,"2,0","0,5","0,53","18,03",1,2022-05-02
N305380,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,24,"1,7142857142857142","0,5833333333333334","0,61","20,51",1,2022-05-04
N305381,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,30,"2,142857142857143","0,4666666666666667","0,5","17,1",1,2022-04-29
N305382,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,30,"2,142857142857143","0,4666666666666667","0,48","16,48",1,2022-04-30
N305383,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,06","32,86",1,2022-04-29
N305383,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","1,06","32,86",1,2022-04-28
N305384,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,98","30,38",1,2022-04-28
N305385,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,9","27,900000000000002",1,2022-04-28
N305385,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,9","27,900000000000002",1,2022-04-28
N305386,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,83","25,73",1,2022-05-02
N305386,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,83","25,73",1,2022-05-04
N305389,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,62","19,22",1,2022-05-02
N305394,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","0,73","22,63",1,2022-05-02
N305400,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","0,49","15,19",1,2022-05-04
N305401,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","0,46","14,26",1,2022-05-02
N305404,8,112,2,224,"0,08",18,"1,2857142857142858",242,2,PV,C52S5200PA,Solda PV,KLT Média,112,"1,0","1,0","0,127","32,334",1,2022-05-04
N305404,8,112,2,224,"0,08",18,"1,2857142857142858",242,2,PV,C52S5200PA,Solda PV,KLT Média,112,"1,0","1,0","0,127","32,334",1,2022-05-02
N305423,3,42,2,84,"0,08",7,"0,5",91,2,PV,C52S5200PA,Solda PV,Embalagem Especial,85,"2,0238095238095237","0,49411764705882355","1,46","132,85999999999999",1,2022-05-02
N305424,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Embalagem Especial,85,"6,071428571428571","0,16470588235294117","1,49","46,19",1,2022-05-02
N306200,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Bandejão,80,"5,714285714285714","0,175","1,11","34,410000000000004",1,2022-01-05
N306201,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Bandejão,90,"6,428571428571429","0,15555555555555556","0,1","3,1",1,2022-02-23
N306203,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Grande,8,"0,5714285714285714","1,75","1,306","44,18600000000001",1,2022-02-04
N306203,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Grande,8,"0,5714285714285714","1,75","1,306","44,18600000000001",1,2022-02-09
N306203,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Grande,8,"0,5714285714285714","1,75","1,306","44,18600000000001",1,2022-02-12
N306208,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,KLT Média,36,"1,2857142857142858","0,7777777777777778","0,35","33,449999999999996",2,2022-05-03
N306208,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,KLT Média,36,"1,2857142857142858","0,7777777777777778","0,35","33,449999999999996",2,2022-05-03
N306208,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,KLT Média,36,"1,2857142857142858","0,7777777777777778","0,35","33,449999999999996",2,2022-05-02
N306208,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,KLT Média,36,"1,2857142857142858","0,7777777777777778","0,35","33,449999999999996",2,2022-04-29
N306208,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5100PA,Solda PV,KLT Média,36,"1,2857142857142858","0,7777777777777778","0,35","33,449999999999996",2,2022-04-29
N306249,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","0,36","11,16",1,2022-05-02
N306250,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,92","28,52",1,2022-05-05
N306250,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,92","28,52",1,2022-05-04
N306251,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C53R0100PA,Robô Solda,Embalagem Especial,42,"3,0","0,3333333333333333","0,65","29,900000000000002",2,2022-05-05
N306667,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5600PA,Solda PV,KLT Pequena,25,"1,7857142857142858","0,56","0,461","14,991",1,2022-05-05
N307853,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,200,"3,5714285714285716","0,28","0,236","71,508",6,2022-05-02
N307853,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,200,"3,5714285714285716","0,28","0,236","71,508",6,2022-05-04
N307853,4,56,5,280,"0,08",23,"1,6428571428571428",303,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,200,"3,5714285714285716","0,28","0,236","71,508",6,2022-05-02
N307988,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5400PA,Solda PV,KLT Média,16,"0,5714285714285714","1,75","0,83","52,23",1,2022-02-07
N307989,4,56,2,112,"0,08",9,"0,6428571428571429",121,2,PV,C52S5400PA,Solda PV,Container Grande,250,"4,464285714285714","0,224","4,967","671,007",1,2022-01-05
N307989,4,56,2,112,"0,08",9,"0,6428571428571429",121,2,PV,C52S5400PA,Solda PV,Container Grande,250,"4,464285714285714","0,224","4,967","671,007",1,2022-02-21
N308030,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,24,"1,7142857142857142","0,5833333333333334","0,636","21,316000000000003",1,2022-02-22
N308247,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5200PA,Solda PV,KLT Grande,28,"1,0","1,0","0,385","38,73500000000001",2,2022-01-04
N308247,2,28,3,84,"0,08",7,"0,5",91,2,PV,C52S5200PA,Solda PV,KLT Grande,28,"1,0","1,0","0,385","38,73500000000001",2,2022-05-05
N308518,14,196,5,980,"0,08",79,"5,642857142857143",1059,2,PV,C82FL130PA,Montagem PV,KLT Média,100,"0,5102040816326531","1,96","0,125","133,975",6,2022-05-04
N308518,14,196,5,980,"0,08",79,"5,642857142857143",1059,2,PV,C82FL130PA,Montagem PV,KLT Média,100,"0,5102040816326531","1,96","0,125","133,975",6,2022-04-29
N308518,14,196,5,980,"0,08",79,"5,642857142857143",1059,2,PV,C82FL130PA,Montagem PV,KLT Média,100,"0,5102040816326531","1,96","0,125","133,975",6,2022-05-03
N310564,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5800PA,Solda PV,KLT Pequena,26,"1,8571428571428572","0,5384615384615384","0,5","16,2",1,2022-01-04
N310586,1,14,3,42,"0,08",4,"0,2857142857142857",46,2,PV,C52S5800PA,Solda PV,Container Médio,120,"8,571428571428571","0,11666666666666667","0,6","57,599999999999994",2,2022-02-15
N311700,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Bandejão,74,"5,285714285714286","0,1891891891891892","4,02","124,61999999999999",1,2022-02-22
N311700,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Bandejão,74,"5,285714285714286","0,1891891891891892","4,02","124,61999999999999",1,2022-02-08
N311892,1,14,5,70,"0,1",7,"0,5",77,2,PV,RIP_PRIMAR,RIP,Container Grande,40,"2,857142857142857","0,35","6,287","554,0989999999999",7,2022-02-23
N312270,2,28,5,140,"0,1",14,"1,0",154,2,PV,C82MS005PA,Montagem PV,Bandejão,50,"1,7857142857142858","0,56","0,327","50,358000000000004",6,2022-02-10
N312270,2,28,5,140,"0,1",14,"1,0",154,2,PV,C82MS005PA,Montagem PV,Bandejão,50,"1,7857142857142858","0,56","0,327","50,358000000000004",6,2022-02-15
N312544,1,14,5,70,"0,1",7,"0,5",77,2,PV,RIP_PRIMAR,RIP,Bandejão,40,"2,857142857142857","0,35","2,368","182,33599999999998",7,2022-05-04
N312745,4,56,3,168,"0,1",17,"1,2142857142857142",185,2,PV,C52S5400PA,Solda PV,Container Grande,150,"2,6785714285714284","0,37333333333333335","4,9","976,5000000000001",2,2022-02-11
N312745,4,56,3,168,"0,1",17,"1,2142857142857142",185,2,PV,C52S5400PA,Solda PV,Container Grande,150,"2,6785714285714284","0,37333333333333335","4,9","976,5000000000001",2,2022-01-10
N312745,4,56,3,168,"0,1",17,"1,2142857142857142",185,2,PV,C52S5400PA,Solda PV,Container Grande,150,"2,6785714285714284","0,37333333333333335","4,9","976,5000000000001",2,2022-04-26
N312818,4,56,2,112,"0,1",12,"0,8571428571428571",124,2,PV,C52S5400PA,Solda PV,Bandejão,345,"6,160714285714286","0,16231884057971013","0,7","86,8",1,2022-02-01
N312819,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S5400PA,Solda PV,Bandejão,200,"7,142857142857143","0,14","1,2","74,39999999999999",1,2022-04-28
N312858,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,24,"1,7142857142857142","0,5833333333333334","0,604","20,324",1,2022-04-28
N312858,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,KLT Média,24,"1,7142857142857142","0,5833333333333334","0,604","20,324",1,2022-04-30
N312962,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","1,01","31,31",1,2022-01-20
N313029,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5800PA,Solda PV,Bandejão,150,"10,714285714285714","0,09333333333333334","1,0","31,0",1,2022-04-29
N313096,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S5200PA,Solda PV,Container Médio,120,"4,285714285714286","0,23333333333333334","0,8","79,6",1,2022-02-28
N313112,1,14,3,42,"0,1",5,"0,35714285714285715",47,2,PV,C52S5200PA,Solda PV,KLT Pequena,32,"2,2857142857142856","0,4375","0,425","20,674999999999997",2,2022-05-03
N313220,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82MS030PA,Montagem PV,Bandejão,55,"3,9285714285714284","0,2545454545454545","4,025","309,925",6,2022-05-02
N313715,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82MS050PA,Montagem PV,Bandejão,60,"4,285714285714286","0,23333333333333334","0,11","8,47",6,2022-05-03
N315120,8,112,5,560,"0,1",56,"4,0",616,2,PV,C82FL120PA,Montagem PV,KLT Pequena,190,"1,6964285714285714","0,5894736842105263","0,073","45,668",6,2022-02-07
N315137,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5800PA,Solda PV,KLT Média,38,"2,7142857142857144","0,3684210526315789","0,395","13,845",1,2022-02-08
N315138,4,56,2,112,"0,1",12,"0,8571428571428571",124,2,PV,C52S5800PA,Solda PV,Bandejão,200,"3,5714285714285716","0,28","0,2","24,8",1,2022-02-08
N315138,4,56,2,112,"0,1",12,"0,8571428571428571",124,2,PV,C52S5800PA,Solda PV,Bandejão,200,"3,5714285714285716","0,28","0,2","24,8",1,2022-01-08
N315224,4,56,2,112,"0,1",12,"0,8571428571428571",124,2,PV,C52S7500PA,Solda PV,KLT Pequena,120,"2,142857142857143","0,4666666666666667","0,1","13,1",1,2022-01-07
N317598,1,14,3,42,"0,1",5,"0,35714285714285715",47,2,PV,C52S5700PA,Solda PV,KLT Pequena,70,"5,0","0,2","0,1","5,4",2,2022-01-20
N319505,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7100PA,Solda PV,KLT Média,26,"0,9285714285714286","1,0769230769230769","0,567","36,754",1,2022-01-08
N319876,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","1,05","32,550000000000004",1,2022-04-29
N319877,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C53R0100PA,Robô Solda,,42,"3,0","0,3333333333333333","0,55","17,05",1,2022-01-25
N319916,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,037","62,147",1,2022-02-28
N319916,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,037","62,147",1,2022-04-04
N319916,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,037","62,147",1,2022-04-13
N319917,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,212","67,572",1,2022-05-03
N319917,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,212","67,572",1,2022-05-02
N320075,11,154,2,308,"0,1",31,"2,2142857142857144",339,2,PV,C52S5700PA,Solda PV,KLT Pequena,300,"1,948051948051948","0,5133333333333333","0,019","7,141",1,2022-04-11
N320075,11,154,2,308,"0,1",31,"2,2142857142857144",339,2,PV,C52S5700PA,Solda PV,KLT Pequena,300,"1,948051948051948","0,5133333333333333","0,019","7,141",1,2022-04-05
N320075,11,154,2,308,"0,1",31,"2,2142857142857144",339,2,PV,C52S5700PA,Solda PV,KLT Pequena,300,"1,948051948051948","0,5133333333333333","0,019","7,141",1,2022-04-28
N320076,1,14,3,42,"0,1",5,"0,35714285714285715",47,2,PV,C52S5700PA,Solda PV,KLT Pequena,34,"2,4285714285714284","0,4117647058823529","0,046","2,862",2,2022-04-05
N320077,1,14,3,42,"0,1",5,"0,35714285714285715",47,2,PV,C52S5700PA,Solda PV,KLT Pequena,50,"3,5714285714285716","0,28","0,047","2,909",2,2022-04-28
N401229,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5700PA,Solda PV,Embalagem Especial,36,"2,5714285714285716","0,3888888888888889","3,85","119,35000000000001",1,2022-03-02
N401229,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5700PA,Solda PV,Embalagem Especial,36,"2,5714285714285716","0,3888888888888889","3,85","119,35000000000001",1,2022-03-08
N401331,1,14,2,28,"0,1",3,"0,21428571428571427",31,2,PV,C52S5200PA,Solda PV,Bandejão,90,"6,428571428571429","0,15555555555555556","1,684","52,204",1,2022-03-09
N404820,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82FL110PA,Montagem PV,KLT Média,13,"0,9285714285714286","1,0769230769230769","0,998","78,446",7,2022-02-24
N404820,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82FL110PA,Montagem PV,KLT Média,13,"0,9285714285714286","1,0769230769230769","0,998","78,446",7,2022-02-22
N404820,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82FL110PA,Montagem PV,KLT Média,13,"0,9285714285714286","1,0769230769230769","0,998","78,446",7,2022-01-27
N404820,1,14,5,70,"0,1",7,"0,5",77,2,PV,C82FL110PA,Montagem PV,KLT Média,13,"0,9285714285714286","1,0769230769230769","0,998","78,446",7,2022-02-01
N407328,1,14,4,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S7100PA,Solda PV,Embalagem Especial,32,"2,2857142857142856","0,4375","20,207","1252,834",3,2022-02-11
N407983,2,28,5,140,"0,1",14,"1,0",154,2,PV,C82FL110PA,Montagem PV,KLT Média,19,"0,6785714285714286","1,4736842105263157","0,669","104,626",7,2022-02-23
N412222,2,28,2,56,"0,1",6,"0,42857142857142855",62,2,PV,C52S5400PA,Solda PV,Bandejão,228,"8,142857142857142","0,12280701754385964","1,736","107,632",1,2022-01-07
KK56722,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA120PA,Montagem PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,897","174,172",6,2022-02-03
KK56722,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA120PA,Montagem PV,Container Médio,60,"4,285714285714286","0,23333333333333334","1,897","174,172",6,2022-02-16
KK70013,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S7300PA,Solda PV,Bandejão,40,"2,857142857142857","0,35","1,796","55,676",1,2022-02-18
KK70017,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S7300PA,Solda PV,Bandejão,50,"3,5714285714285716","0,28","1,248","38,688",1,2022-04-29
KK70033,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,Bandejão,120,"4,285714285714286","0,23333333333333334","0,607","37,027",1,2022-02-08
KK70033,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,Bandejão,120,"4,285714285714286","0,23333333333333334","0,607","37,027",1,2022-02-08
KK70033,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,Bandejão,120,"4,285714285714286","0,23333333333333334","0,607","37,027",1,2022-01-19
KK70033,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,Bandejão,120,"4,285714285714286","0,23333333333333334","0,607","37,027",1,2022-05-04
KK70064,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,KLT Média,33,"1,1785714285714286","0,8484848484848485","0,358","23,438",1,2022-05-05
KK70064,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S7300PA,Solda PV,KLT Média,33,"1,1785714285714286","0,8484848484848485","0,358","23,438",1,2022-04-29
KK37374,3,42,2,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Bandejão,100,"2,380952380952381","0,42","0,221","19,669",1,2022-01-17
KK37381,1,14,2,28,"0,05",2,"0,14285714285714285",30,2,PV,C52S5500PA,Solda PV,Embalagem Especial,20,"1,4285714285714286","0,7","4,306","129,18",1,2022-05-03
KK37382,2,28,2,56,"0,05",3,"0,21428571428571427",59,2,PV,C52S5500PA,Solda PV,Bandejão,39,"1,3928571428571428","0,717948717948718","1,5","88,5",1,2022-05-05
KK37383,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Embalagem Especial,28,"1,0","1,0","11,933","1062,037",2,2022-05-05
KK37384,4,56,2,112,"0,05",6,"0,42857142857142855",118,2,PV,C52S5500PA,Solda PV,Bandejão,60,"1,0714285714285714","0,9333333333333333","1,634","192,81199999999998",1,2022-02-24
KK37392,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","3,413","303,757",2,2022-05-02
KK37392,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","3,413","303,757",2,2022-04-29
KK37392,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","3,413","303,757",2,2022-05-02
KK37392,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S5500PA,Solda PV,Bandejão,30,"1,0714285714285714","0,9333333333333333","3,413","303,757",2,2022-05-02
KK37393,8,112,2,224,"0,05",12,"0,8571428571428571",236,2,PV,C52S5500PA,Solda PV,Bandejão,200,"1,7857142857142858","0,56","0,145","34,22",1,2022-04-29
KK37421,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7500PA,Solda PV,Embalagem Especial,30,"1,0714285714285714","0,9333333333333333","9,957","886,1730000000001",2,2022-04-28
KK37421,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7500PA,Solda PV,Embalagem Especial,30,"1,0714285714285714","0,9333333333333333","9,957","886,1730000000001",2,2022-04-30
KK37421,2,28,3,84,"0,05",5,"0,35714285714285715",89,2,PV,C52S7500PA,Solda PV,Embalagem Especial,30,"1,0714285714285714","0,9333333333333333","9,957","886,1730000000001",2,2022-05-02
KK45798,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,18,"1,2857142857142858","0,7777777777777778","0,0","0,0",6,2022-03-14
KK45798,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,18,"1,2857142857142858","0,7777777777777778","0,0","0,0",6,2022-02-02
KK46784,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,23,"1,6428571428571428","0,6086956521739131","0,0","0,0",6,2022-02-08
KK46784,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,23,"1,6428571428571428","0,6086956521739131","0,0","0,0",6,2022-02-14
KK46784,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,23,"1,6428571428571428","0,6086956521739131","0,0","0,0",6,2022-02-15
KK46785,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,20,"1,4285714285714286","0,7","0,0","0,0",6,2022-02-24
KK46785,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,Bandejão,20,"1,4285714285714286","0,7","0,0","0,0",6,2022-02-15
KK48356,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA040PA,Montagem PV,KLT Pequena,15,"1,0714285714285714","0,9333333333333333","0,0","0,7",6,2022-04-28
KK50092,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82PA080PA,Montagem PV,Bandejão,10,"0,7142857142857143","1,4","0,0","0,0",6,2022-01-13
KK53823,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82FL210PA,Montagem PV,Container Médio,105,"3,75","0,26666666666666666","0,404","91,408",6,2022-01-10
KK54206,2,28,5,140,"0,08",12,"0,8571428571428571",152,2,PV,C82PA040PA,Montagem PV,Container Médio,195,"6,964285714285714","0,14358974358974358","0,64","127,28",5,2022-01-10
KK59035,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS030PA,Montagem PV,KLT Média,10,"0,7142857142857143","1,4","1,085","84,05999999999999",6,2022-03-09
KK71401,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,RIP_PIN_01,Montagem PV,Container Grande,120,"8,571428571428571","0,11666666666666667","1,368","193,96800000000002",5,2022-04-29
KK72901,2,28,5,140,"0,05",7,"0,5",147,2,PV,C82MS080PA,Montagem PV,KLT Grande,13,"0,4642857142857143","2,1538461538461537","0,85","128,65",6,2022-01-25
KK76648,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,16,"1,1428571428571428","0,875","2,602","197,75199999999998",6,2022-05-03
KK76648,1,14,5,70,"0,08",6,"0,42857142857142855",76,2,PV,C82MS005PA,Montagem PV,Bandejão,16,"1,1428571428571428","0,875","2,602","197,75199999999998",6,2022-05-03
KK79535,2,28,2,56,"0,08",5,"0,35714285714285715",61,2,PV,C52S5000PA,Solda PV,Embalagem Especial,30,"1,0714285714285714","0,9333333333333333","30,902","1885,0220000000002",1,2022-01-07
N209149,1,14,2,28,"0,08",3,"0,21428571428571427",31,2,PV,C52S5000PA,Solda PV,KLT Média,30,"2,142857142857143","0,4666666666666667","0,458","15,798",1,2022-01-07
KK23435,1,1,5,5,"0,05",1,"0,07142857142857142",6,2,PV,C82PA010PA,Montagem PV,Bandejão,36,"2,5714285714285716","0,027777777777777776","0,0","0,0",7,2022-01-18
KK48734,1,1,5,5,"0,08",1,"0,07142857142857142",6,2,PV,RIP_PRIMAR,RIP,Container Grande,35,"2,5","0,02857142857142857","0,0","70,0",6,2022-03-09
KK48734,1,1,5,5,"0,08",1,"0,07142857142857142",6,2,PV,RIP_PRIMAR,RIP,Container Grande,35,"2,5","0,02857142857142857","0,0","70,0",6,2022-03-10
N312849,1,1,5,5,"0,1",1,"0,07142857142857142",6,2,PV,C82MS040PA,Montagem PV,KLT Pequena,13,"0,9285714285714286","0,07692307692307693","1,025","6,85",5,2022-05-03
N312849,1,1,5,5,"0,1",1,"0,07142857142857142",6,2,PV,C82MS040PA,Montagem PV,KLT Pequena,13,"0,9285714285714286","0,07692307692307693","1,025","6,85",5,2022-05-04
N313806,1,1,5,5,"0,1",1,"0,07142857142857142",6,2,PV,C82MS080PA,Montagem PV,Embalagem Especial,100,"7,142857142857143","0,01","2,17","13,02",7,2022-04-28
